epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,loss,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_precision,val_sensitivity,val_specificity
10,0.9828732013702393,0.2810690999031067,0.1604146659374237,0.06352876871824265,0.07454127818346024,0.0671248659491539,0.9826827049255371,0.9827089905738831,0.9942470788955688,0.9833428263664246,0.2726345956325531,0.13002558052539825,0.04070010781288147,0.03976258635520935,0.06889062374830246,0.9832203984260559,0.9832442998886108,0.9944202303886414
11,0.9828730821609497,0.27498045563697815,0.13402244448661804,0.05386655032634735,0.059626251459121704,0.0759456679224968,0.9827070236206055,0.9826970100402832,0.9942561388015747,0.9833428263664246,0.2652105987071991,0.08514703810214996,0.04177962616086006,0.05329610034823418,0.07341344654560089,0.9832333922386169,0.9832572937011719,0.994439423084259
12,0.9828736186027527,0.2680886387825012,0.11085061728954315,0.038958340883255005,0.051339469850063324,0.07393082231283188,0.9827563166618347,0.982782244682312,0.994274377822876,0.9833428263664246,0.2686367630958557,0.11027124524116516,0.05512618273496628,0.05287717282772064,0.07219850271940231,0.9832002520561218,0.9832239747047424,0.9944340586662292
13,0.9828733801841736,0.27016445994377136,0.12103543430566788,0.04372662678360939,0.05256357043981552,0.07274933904409409,0.9827461242675781,0.9827697277069092,0.9942692518234253,0.9833427667617798,0.27436938881874084,0.1573488414287567,0.06241978704929352,0.07227044552564621,0.07090330868959427,0.983128547668457,0.9831523299217224,0.9944120049476624
14,0.9828734397888184,0.2722550630569458,0.12850019335746765,0.0462060309946537,0.05822821706533432,0.07133805006742477,0.9827421307563782,0.9827669262886047,0.994266152381897,0.9833427667617798,0.2752262055873871,0.1553114801645279,0.05776548385620117,0.07280339300632477,0.0700492262840271,0.9831475019454956,0.983171820640564,0.9944099187850952
15,0.9828736782073975,0.2732979953289032,0.13015015423297882,0.047442708164453506,0.06298649311065674,0.07051581144332886,0.9827942252159119,0.9827246069908142,0.9942840337753296,0.9833428859710693,0.2729358375072479,0.12340047210454941,0.04975555092096329,0.06027321517467499,0.06775487214326859,0.9832184314727783,0.9832423329353333,0.9944313764572144
16,0.9828734993934631,0.276387095451355,0.14066913723945618,0.052579231560230255,0.07070019841194153,0.06894873082637787,0.9827300906181335,0.9827498197555542,0.9942620396614075,0.9833428859710693,0.2800082266330719,0.16130881011486053,0.07291660457849503,0.07816508412361145,0.06664234399795532,0.9831297397613525,0.9831444025039673,0.9944102168083191
17,0.9828736186027527,0.2769327461719513,0.1429489105939865,0.05530641973018646,0.0701289176940918,0.06958086043596268,0.9828108549118042,0.9827314615249634,0.9942889213562012,0.9833427667617798,0.27523505687713623,0.16914750635623932,0.0790424719452858,0.08878390491008759,0.07491520792245865,0.9830657243728638,0.9830870628356934,0.9943957924842834
18,0.9828734993934631,0.2769007682800293,0.14014719426631927,0.055313222110271454,0.07338657230138779,0.06903672218322754,0.9829516410827637,0.9824492931365967,0.9943347573280334,0.9833429455757141,0.2870468199253082,0.2081916481256485,0.10179492831230164,0.11639045923948288,0.06960055232048035,0.9850260019302368,0.9818688631057739,0.9950544834136963
19,0.9828698635101318,0.28759604692459106,0.17836716771125793,0.0702914446592331,0.09380839765071869,0.06478924304246902,0.9833003282546997,0.9822415709495544,0.9944489002227783,0.9833425879478455,0.3000085949897766,0.2422836422920227,0.10817134380340576,0.1274460107088089,0.06347286701202393,0.9879445433616638,0.977694034576416,0.9959800243377686
20,0.9828736186027527,0.29371973872184753,0.196936696767807,0.08425749838352203,0.10984520614147186,0.06323227286338806,0.9844265580177307,0.9813978672027588,0.994815468788147,0.983342707157135,0.2955106496810913,0.19142088294029236,0.07586652040481567,0.0924072340130806,0.05865054950118065,0.9855052828788757,0.9825013875961304,0.9951813220977783
21,0.9828433394432068,0.3072780668735504,0.23732638359069824,0.10487696528434753,0.13734856247901917,0.058101095259189606,0.9867696762084961,0.9800230860710144,0.9955679178237915,0.9833427667617798,0.29470542073249817,0.1815919578075409,0.07339087873697281,0.09141094237565994,0.05706208944320679,0.984642744064331,0.9830858111381531,0.9948983192443848
22,0.983061671257019,0.3149181008338928,0.25207534432411194,0.12051761150360107,0.15737049281597137,0.05588315799832344,0.9875806570053101,0.980435311794281,0.9958265423774719,0.9839250445365906,0.31023284792900085,0.2262018620967865,0.09937821328639984,0.13168923556804657,0.055439967662096024,0.9870703220367432,0.9820683598518372,0.9956888556480408
23,0.9836390614509583,0.3286488652229309,0.283765584230423,0.13746362924575806,0.19799865782260895,0.05237869918346405,0.9886576533317566,0.9801509976387024,0.9961638450622559,0.984356164932251,0.3148173391819,0.23093248903751373,0.09167764335870743,0.1262357085943222,0.05563747137784958,0.9876216053962708,0.9824296832084656,0.9958530068397522
24,0.9840125441551208,0.33653342723846436,0.30397292971611023,0.14761322736740112,0.21867920458316803,0.05068095773458481,0.9897536039352417,0.9798941612243652,0.9964995384216309,0.9851317405700684,0.3300724923610687,0.3371262848377228,0.13619464635849,0.18139605224132538,0.050048474222421646,0.9905046224594116,0.9798784255981445,0.9967658519744873
25,0.9846574068069458,0.34974589943885803,0.33948370814323425,0.16631099581718445,0.24847906827926636,0.04729478433728218,0.9907654523849487,0.9798984527587891,0.9968167543411255,0.9857185482978821,0.3384130001068115,0.3404071033000946,0.11608155816793442,0.15990369021892548,0.046994905918836594,0.9897698163986206,0.9823362827301025,0.9965352416038513
26,0.9849134683609009,0.3542938232421875,0.34737107157707214,0.16899694502353668,0.26109814643859863,0.045967165380716324,0.99080890417099,0.9802647829055786,0.9968322515487671,0.9853675961494446,0.3349768817424774,0.290741503238678,0.14365863800048828,0.18815846741199493,0.04701118916273117,0.9902506470680237,0.9816080331802368,0.9966925382614136
27,0.9854758381843567,0.3667218089103699,0.3707188367843628,0.18926697969436646,0.290353924036026,0.04315699636936188,0.9915665984153748,0.9803630709648132,0.9970590472221375,0.9858830571174622,0.3399377167224884,0.319090336561203,0.14403241872787476,0.18754658102989197,0.04710538685321808,0.9905040860176086,0.9813698530197144,0.9967524409294128
28,0.9855495691299438,0.369326651096344,0.3750598132610321,0.18881385028362274,0.2938191294670105,0.04296661913394928,0.9915239214897156,0.9805073142051697,0.9970459938049316,0.9861182570457458,0.3437238335609436,0.35778799653053284,0.15748459100723267,0.20488563179969788,0.04583491012454033,0.9911356568336487,0.9807568192481995,0.9969646334648132
29,0.9856842756271362,0.37529870867729187,0.3840932846069336,0.19778503477573395,0.3198559880256653,0.042030155658721924,0.9916524887084961,0.9808400273323059,0.9970904588699341,0.9859917759895325,0.34876391291618347,0.31785568594932556,0.14899466931819916,0.21472646296024323,0.044411756098270416,0.9902939796447754,0.9821432828903198,0.9966981410980225
30,0.9859835505485535,0.3812856376171112,0.39990490674972534,0.2081051915884018,0.32154762744903564,0.04049302265048027,0.9916130304336548,0.9811993837356567,0.9970840811729431,0.98600834608078,0.3389763832092285,0.3507517874240875,0.18757236003875732,0.22233690321445465,0.04832591116428375,0.9928823709487915,0.9785212874412537,0.9975008368492126
31,0.9861051440238953,0.38421499729156494,0.4063616991043091,0.2125808298587799,0.33310893177986145,0.040073610842227936,0.9919593334197998,0.9810903072357178,0.9971877336502075,0.9862185120582581,0.3494642972946167,0.3484753668308258,0.1673468053340912,0.2027011662721634,0.04438929632306099,0.9914446473121643,0.9811472296714783,0.9970474243164062
32,0.9861767888069153,0.39019590616226196,0.40908491611480713,0.22835688292980194,0.3451213240623474,0.038889653980731964,0.992459774017334,0.9809626936912537,0.997336745262146,0.9860056042671204,0.3716944754123688,0.4020434021949768,0.17984595894813538,0.26163825392723083,0.04462845250964165,0.9912425875663757,0.9807595014572144,0.9969848394393921
33,0.9866129159927368,0.3975723683834076,0.4306217432022095,0.23538033664226532,0.35551151633262634,0.037101708352565765,0.9922874569892883,0.9816309809684753,0.9972886443138123,0.9859732389450073,0.3735409677028656,0.3543313145637512,0.18350937962532043,0.29235947132110596,0.04523763805627823,0.9914628267288208,0.9812955260276794,0.9970377087593079
34,0.9869306087493896,0.4029462933540344,0.44541674852371216,0.2400972694158554,0.3671398460865021,0.036517467349767685,0.99265056848526,0.9817579388618469,0.997401773929596,0.986807107925415,0.36962422728538513,0.3997724950313568,0.17952561378479004,0.24359822273254395,0.04242086037993431,0.9912252426147461,0.982162356376648,0.9969865679740906
