epoch,accuracy,dice_coef,dice_coef_edema,dice_coef_enhancing,dice_coef_necrotic,learning_rate,loss,precision,sensitivity,specificity,val_accuracy,val_dice_coef,val_dice_coef_edema,val_dice_coef_enhancing,val_dice_coef_necrotic,val_loss,val_precision,val_sensitivity,val_specificity
10,0.98239666223526,0.23893043398857117,0.11431142687797546,0.04863816872239113,0.04728109762072563,4.0000002627493814e-05,0.07602529972791672,0.8594540357589722,0.8594765663146973,0.8698503375053406,0.9859392046928406,0.2689805328845978,0.12139029800891876,0.051671840250492096,0.047100409865379333,0.06599422544240952,0.9858071208000183,0.9858318567276001,0.995299220085144
11,0.9823654890060425,0.23800091445446014,0.10231471806764603,0.04251189902424812,0.041007738560438156,4.0000002627493814e-05,0.07536198198795319,0.859455406665802,0.8594775199890137,0.8698441386222839,0.9858987331390381,0.2678025960922241,0.10607670992612839,0.04398850351572037,0.040256794542074203,0.06600023061037064,0.9858050346374512,0.985830545425415,0.9952893257141113
12,0.9824206829071045,0.2369350790977478,0.09510920941829681,0.03799401596188545,0.03596516698598862,8.000000889296643e-06,0.07583324611186981,0.859527587890625,0.8595495223999023,0.8698621988296509,0.9855507016181946,0.2682041823863983,0.10915733873844147,0.04478444159030914,0.04017026722431183,0.06739918142557144,0.9854494333267212,0.9854744672775269,0.9951725006103516
13,0.9821896553039551,0.23719431459903717,0.09676410257816315,0.03901323676109314,0.03747091814875603,8.000000889296643e-06,0.07691165059804916,0.8593192100524902,0.859341561794281,0.8697942495346069,0.9856069087982178,0.2678622305393219,0.1098027229309082,0.042692963033914566,0.038389988243579865,0.06750629097223282,0.9855037927627563,0.9855290651321411,0.995191216468811
14,0.982275664806366,0.23730617761611938,0.0972132533788681,0.03897916525602341,0.03775448352098465,1.6000001323845936e-06,0.07577718794345856,0.859393835067749,0.8594165444374084,0.8698189854621887,0.9855623841285706,0.2680571675300598,0.11050824820995331,0.0440753735601902,0.03920387476682663,0.06746093928813934,0.9854600429534912,0.9854859113693237,0.9951761960983276
15,0.9821586608886719,0.23743122816085815,0.0970364362001419,0.039661262184381485,0.03830401971936226,1.6000001323845936e-06,0.0769495964050293,0.859289288520813,0.8593118786811829,0.8697851896286011,0.98600172996521,0.2678639888763428,0.11072051525115967,0.04673643782734871,0.04244328290224075,0.06521087139844894,0.9858949780464172,0.9859206080436707,0.9953223466873169
16,0.9821393489837646,0.23738762736320496,0.09877081215381622,0.03972501680254936,0.037649787962436676,1.6000001323845936e-06,0.07659647613763809,0.8592721223831177,0.8592945337295532,0.8697792291641235,0.9859044551849365,0.26832103729248047,0.11159171164035797,0.04528713971376419,0.04091274365782738,0.06508821249008179,0.9857996106147766,0.9858248233795166,0.9952901005744934
17,0.9824124574661255,0.237291157245636,0.09867379814386368,0.03979729488492012,0.037191618233919144,1.6000001323845936e-06,0.07613644748926163,0.8595113754272461,0.8595337867736816,0.8698588609695435,0.9855166673660278,0.2684536874294281,0.11017422378063202,0.044565051794052124,0.04187578707933426,0.06687762588262558,0.9854112863540649,0.9854369163513184,0.9951609373092651
18,0.9822053909301758,0.23739679157733917,0.09813769161701202,0.040298011153936386,0.03895678371191025,1.6000001323845936e-06,0.07714619487524033,0.859327495098114,0.8593500852584839,0.8697984218597412,0.9862082004547119,0.267960786819458,0.11613556742668152,0.04606357216835022,0.042980656027793884,0.06509015709161758,0.9860966801643372,0.9861224889755249,0.9953902959823608
19,0.9823890924453735,0.2375677525997162,0.09992626309394836,0.04098460078239441,0.039461880922317505,9.999999974752427e-07,0.07562210410833359,0.8594854474067688,0.8595079183578491,0.86985182762146,0.9857505559921265,0.26839345693588257,0.11080244183540344,0.04463350772857666,0.04166093468666077,0.06588425487279892,0.985645055770874,0.9856704473495483,0.9952385425567627
20,0.9821847081184387,0.23751084506511688,0.09871216863393784,0.0403752401471138,0.03889196366071701,9.999999974752427e-07,0.07626500725746155,0.8593084216117859,0.8593312501907349,0.869792103767395,0.9856614470481873,0.268206924200058,0.11040431261062622,0.04372589290142059,0.04176070913672447,0.06646880507469177,0.9855574369430542,0.9855825304985046,0.9952090978622437
21,0.9823550581932068,0.23744352161884308,0.10035514831542969,0.040167178958654404,0.03888966888189316,9.999999974752427e-07,0.07584933936595917,0.8594573736190796,0.8594797253608704,0.8698417544364929,0.9861445426940918,0.2683192491531372,0.11291243135929108,0.04487980157136917,0.042607929557561874,0.06420623511075974,0.9860392808914185,0.9860641956329346,0.9953701496124268
22,0.9825844764709473,0.23726211488246918,0.09847774356603622,0.03993554785847664,0.03865811601281166,9.999999974752427e-07,0.07592868059873581,0.8596596717834473,0.8596820831298828,0.8699090480804443,0.9859045147895813,0.2680233120918274,0.117458775639534,0.04617466777563095,0.041695889085531235,0.0657903254032135,0.9857879877090454,0.9858145713806152,0.9952886700630188
23,0.9823659062385559,0.23733991384506226,0.09876164048910141,0.040039993822574615,0.03884807974100113,9.999999974752427e-07,0.07622034847736359,0.8594658970832825,0.8594883680343628,0.8698451519012451,0.9861236810684204,0.2680007815361023,0.11519787460565567,0.04505966603755951,0.038893818855285645,0.0654149055480957,0.9860155582427979,0.9860408306121826,0.9953622817993164
24,0.9823881983757019,0.2375486046075821,0.09904573112726212,0.040475934743881226,0.03904138505458832,9.999999974752427e-07,0.07568464428186417,0.859487771987915,0.859510064125061,0.8698517084121704,0.9862052202224731,0.26799124479293823,0.11326535046100616,0.04481210559606552,0.04091641306877136,0.06443507224321365,0.986099362373352,0.9861228466033936,0.9953904151916504
25,0.9824926853179932,0.2373420000076294,0.09823404997587204,0.04091760888695717,0.038732778280973434,9.999999974752427e-07,0.07602481544017792,0.8595771193504333,0.8595994710922241,0.8698822855949402,0.985512912273407,0.26851385831832886,0.1130186915397644,0.045851726084947586,0.04179726541042328,0.06673561036586761,0.9854030609130859,0.9854289889335632,0.9951590299606323
26,0.9823256731033325,0.2375141829252243,0.09875383973121643,0.040711767971515656,0.03950939327478409,9.999999974752427e-07,0.0763789638876915,0.8594294190406799,0.8594516515731812,0.8698332905769348,0.9850946068763733,0.2687373459339142,0.1123037338256836,0.04423288255929947,0.04065116494894028,0.06879816204309464,0.9849843978881836,0.9850108623504639,0.9950193762779236
27,0.9823565483093262,0.23759756982326508,0.10109362006187439,0.041493844240903854,0.0394955575466156,9.999999974752427e-07,0.07558045536279678,0.8594539761543274,0.8594763875007629,0.8698418736457825,0.9860371351242065,0.2683309316635132,0.11162121593952179,0.04582595080137253,0.041852451860904694,0.0648365244269371,0.9859312176704407,0.985956072807312,0.9953345060348511
28,0.9821419715881348,0.2375127673149109,0.09879693388938904,0.040609210729599,0.03854488581418991,9.999999974752427e-07,0.0770190954208374,0.8592689037322998,0.8592912554740906,0.8697797656059265,0.9856746792793274,0.2682459056377411,0.11204719543457031,0.04521799832582474,0.04078737646341324,0.06626415997743607,0.9855673909187317,0.985592246055603,0.9952131509780884
29,0.9825043678283691,0.23740893602371216,0.10042135417461395,0.040680743753910065,0.03972923383116722,9.999999974752427e-07,0.07542166113853455,0.8595849275588989,0.8596073389053345,0.8698850870132446,0.9855960011482239,0.2685108184814453,0.11366395652294159,0.04555539786815643,0.04150904715061188,0.06641513854265213,0.9854835867881775,0.9855093359947205,0.9951869249343872
30,0.9823454022407532,0.23766885697841644,0.10042330622673035,0.04156915470957756,0.03968408331274986,9.999999974752427e-07,0.07568258792161942,0.8594444394111633,0.8594661951065063,0.8698389530181885,0.9857089519500732,0.26832878589630127,0.11145393550395966,0.047065094113349915,0.04136651009321213,0.06613263487815857,0.985602855682373,0.985627293586731,0.9952252507209778
31,0.9823105335235596,0.23741184175014496,0.10059987008571625,0.04102614149451256,0.03941298648715019,9.999999974752427e-07,0.07584939897060394,0.8594145774841309,0.8594369292259216,0.8698286414146423,0.9859665036201477,0.2680954337120056,0.11855882406234741,0.046574026346206665,0.04378964751958847,0.06595554947853088,0.9858498573303223,0.985876202583313,0.9953094720840454
32,0.9822461605072021,0.23734602332115173,0.09933961927890778,0.04016086086630821,0.03872179985046387,9.999999974752427e-07,0.07698375731706619,0.8593608140945435,0.8593831658363342,0.8698101043701172,0.986055314540863,0.26830053329467773,0.11317317187786102,0.04582705348730087,0.04220254719257355,0.06512099504470825,0.9859488010406494,0.9859731793403625,0.9953403472900391
33,0.9823446273803711,0.2372821569442749,0.0988081768155098,0.03983873501420021,0.038367465138435364,9.999999974752427e-07,0.07635225355625153,0.8594475984573364,0.8594697117805481,0.8698388934135437,0.9856134057044983,0.2684686779975891,0.11216142773628235,0.046334221959114075,0.04228333756327629,0.0665256604552269,0.9855061769485474,0.9855321645736694,0.9951930046081543
34,0.982384979724884,0.2372375726699829,0.09840697795152664,0.040194321423769,0.03861108794808388,9.999999974752427e-07,0.07647356390953064,0.8594841361045837,0.8595069050788879,0.869850754737854,0.9863969683647156,0.2680252194404602,0.11360806226730347,0.046788424253463745,0.0428379625082016,0.0638759583234787,0.9862892627716064,0.9863146543502808,0.9954541921615601
